Protein_key,DegreeCentrality,EigenvectorCentrality,BetweennessCentrality,ClosenessCentrality,Clustering
6183.A0A5K4F0S4,0.03941136671177267,0.004511565602909702,4.9976543457024666e-05,0.48059114703211336,0.41999169320227053
6183.A0A5K4F397,0.007019621109607578,0.0004978116410073791,5.118827416331119e-06,0.43813730798126665,0.20628856890978547
6183.G4VI16,0.1040257104194858,0.00755530626937089,0.00019103318015329225,0.5154942963028555,0.28110500307606817
6183.A0A5K4EI30,0.04846075778078485,0.005643140976877995,2.171132303830081e-05,0.4848969120061453,0.40149379416395126
6183.A0A5K4F1T3,0.006089309878213803,0.0008463721580491132,4.153420720142251e-09,0.4431867333215618,0.6615805946791862
6183.A0A5K4EQ50,0.05801759133964818,0.010469067978533439,3.2518533182625054e-05,0.4854204065754332,0.7834776872167011
6183.A0A3Q0KLC3,0.03247631935047361,0.0022901403784928126,3.959980054899183e-05,0.48341312705438355,0.25407963446475196
6183.A0A5K4F393,0.00989512855209743,0.001162635779632515,3.51150077568787e-06,0.46059570748024736,0.356763925729443
6183.A0A5K4F5H3,0.17041610284167796,0.024199453028459324,0.0001047164670744684,0.5357644203279632,0.37965309828717586
6183.A0A5K4F8X2,0.01141745602165088,0.0008010548838660815,4.530147204582566e-06,0.4525366644042952,0.23957987838584854
6183.G4VCN3,0.06097767253044655,0.006423921817802521,2.96430159993416e-05,0.49485183083119527,0.4307713052858684
6183.A0A5K4F028,0.07298714479025711,0.008789742049422218,2.0971109865171068e-05,0.5049840022270479,0.3345073167846475
6183.A0A5K4F4J4,0.041525710419485794,0.006066088153131656,2.3008502157951618e-05,0.48932148723603686,0.488823309364479
6183.A0A5K4EUF5,0.10935385656292287,0.014621237022036396,0.00019260551779200368,0.5152443761979884,0.38843953749530097
6183.A0A5K4FH05,0.0052435723951285524,0.00019330355485585901,4.7663364711244845e-06,0.41559883577646406,0.13590692755156003
6183.C4QUG0,0.07087280108254398,0.00509708279595127,0.00010182583081335973,0.49567011454552284,0.4114649717852428
6183.A0A5K4EUD2,0.0032138024357239517,0.00016864630190055525,1.1236361936426743e-07,0.4090548882590769,0.5035561877667141
6183.A0A3Q0KNU0,0.2246278755074425,0.027859514195440346,0.0003890194671159463,0.5547299825166631,0.2956478456197672
6183.A0A3Q0KMS9,0.03256089309878214,0.0022032150520096706,1.6837620714087153e-05,0.4854808825397075,0.37395833333333334
6183.A0A3Q0KUM3,0.01074086603518268,0.0006997402581290705,1.2365120047987235e-05,0.45443652678546775,0.22972128483939508
6183.A0A5K4F1U4,0.015476995940460082,0.0009240227283375319,6.765499105262605e-06,0.46346256151110676,0.30637122440401127
6183.A0A3Q0KHT5,0.11755751014884981,0.014300247880394464,0.00024552973983240083,0.5196417145199874,0.32255905858466577
6183.A0A5K4F3B3,0.00016914749661705008,1.1618006885972959e-06,0.0,0.3160330797100959,1.0
6183.A0A3Q0KMF3,0.0010148849797023004,2.215471544654495e-05,3.7586205990096204e-10,0.3398959019467395,0.6818181818181818
6183.G4V734,0.044232070365358596,0.0037206842051517044,9.724193938391943e-05,0.485622051740795,0.291158436078328
6183.A0A3Q0KG94,0.0445703653585927,0.004164441833621619,7.37564045864749e-05,0.4919572297923729,0.26701106052625884
6183.G4VHC3,0.09345399188092017,0.00909464555070187,0.00027868260428252434,0.5076373117181013,0.30747917896255494
6183.A0A5K4ER54,0.012770635994587281,0.0009042249656264806,3.99959454015199e-06,0.4556054270063587,0.24485651214128035
6183.A0A3Q0KMJ6,0.009979702300405955,0.000571574777973018,6.802534587201093e-06,0.4411131103900142,0.28654208315225266
6183.A0A3Q0KNS8,0.0881258457374831,0.009658550142030818,0.00014251004213282185,0.5106753298775187,0.2970032874782663
6183.A0A5K4F1V6,0.019198240866035183,0.002609913464849796,1.7528976631454646e-06,0.46512213143774,0.5556118669837433
6183.A0A5K4FAY0,0.06765899864682003,0.004335045947965087,6.467273736140724e-05,0.5017330322556292,0.3231226533166458
6183.A0A5K4F1S1,0.014546684709066306,0.0019424838747154401,7.848832198698979e-07,0.4467945595855592,0.6564667482660139
6183.A0A3Q0KNH7,0.025118403247631937,0.002949951521314665,3.7285265839027774e-06,0.48013716328060446,0.4322959322959323
6183.A0A3Q0KS24,0.04753044654939107,0.004708206599169501,2.6932222942077846e-05,0.48975197534797477,0.41210091283359024
6183.G4VB75,0.04837618403247632,0.007178537305181176,7.791542222419956e-05,0.4905328823244443,0.5342118476969615
6183.A0A5K4F076,0.03459066305818674,0.0031312461837145825,4.365221262259537e-05,0.48349309944812263,0.2742221583009732
6183.G4VBF9,0.0969215155615697,0.012467188382678572,0.000135128402320163,0.5074830548513699,0.38342135546461203
6183.A0A5K4EZX9,0.01725304465493911,0.0008853234487956193,1.168976168413112e-05,0.45604976404603875,0.2725297015357867
6183.A0A3Q0KR83,0.01843707713125846,0.0009736593988250502,1.3795936630167855e-05,0.4536781920038869,0.3693823193675221
6183.A0A5K4E892,0.00837280108254398,0.0005060407047565836,5.253811086990104e-06,0.4354769845988511,0.3011750154607297
6183.A0A5K4F135,0.025794993234100137,0.0016773722796388116,3.4164251540358794e-05,0.48059114703211336,0.18837359792924935
6183.A0A5K4EYG1,0.1313430311231394,0.017964702343376417,0.00011540825390618372,0.5230360901774488,0.36927280753579705
6183.Q86QS6,0.007273342354533153,0.0005751241058321089,2.7685972934057905e-06,0.4436576717858124,0.33679890560875514
6183.A0A3Q0KV47,0.04879905277401895,0.0062624285958907235,3.218484777122847e-05,0.4899367022151694,0.3455553148469093
6183.A0A5K4F710,0.0015223274695534508,0.0001484921459390134,9.053465935237038e-08,0.420623165961075,0.45751633986928103
6183.A0A3Q0KT62,0.06698240866035184,0.007332076618748143,0.00015700166587684396,0.5019269096026859,0.29989209413988177
6183.G4VPM2,0.008880243572395129,0.0007539050845462583,2.0674389456316532e-06,0.43357117722642724,0.36245421245421244
6183.A0A3Q0KMC7,0.012432341001353181,0.0011486542263192039,1.549243489120804e-05,0.42974597108981205,0.2489982294287578
6183.A0A3Q0KKX3,0.026809878213802436,0.0014164029015630575,0.00010467925229157026,0.4698705647731575,0.18318492193427305
6183.A0A5K4F2T4,0.03958051420838972,0.0031406740404417446,2.9179617247456522e-05,0.47952662748907493,0.4350006405680924
6183.G4V8W8,0.018690798376184033,0.0012818825689096152,2.8676142164211617e-05,0.46278372398385487,0.20514191690662278
6183.A0A5K4F6K6,0.12381596752368065,0.0171123804857257,9.35519610870197e-05,0.5204745849052205,0.3760136182483033
6183.G4V7V8,0.19790257104194858,0.026090402797417384,0.00016836493153834326,0.5454383264851471,0.3439284813803839
6183.A0A5K4EM38,0.03289918809201624,0.001974276523571252,4.448812316034612e-06,0.47823193501968325,0.45185911536320994
6183.A0A3Q0KU78,0.0009303112313937754,2.1221750102086858e-05,0.0,0.3457362449814023,1.0
6183.A0A3Q0KNL5,0.002198917456021651,0.00012162093098984831,2.064460927742523e-08,0.3967143902387728,0.2123076923076923
6183.A0A3Q0KSM1,0.06774357239512856,0.008011217965600026,0.00011940649210264821,0.49971700656391205,0.3586392009987516
6183.A0A5K4F8Z2,0.08626522327469555,0.008592030868938531,0.0001306893371367635,0.5096734381809372,0.23386634339702514
6183.G4LUV4,0.029093369418132613,0.0025493836281233794,2.312448447852607e-05,0.48447491303589546,0.3472777815445115
6183.A0A3Q0KGT2,0.11036874154262517,0.0077353052259499944,0.00021364450261049725,0.5175711538299091,0.2712737700679313
6183.A0A5K4F0G4,0.053450608930987825,0.008991590280090545,1.9263607219670174e-05,0.49084182103355406,0.4866195911653193
6183.A0A5K4F2W2,0.037043301759133965,0.0027656012548746703,5.939646430206841e-06,0.47860393234897886,0.532209021660763
6183.A0A3Q0KED4,0.023849797023004063,0.0009785083694256581,0.0007074093213157449,0.47772382213870124,0.22089296080361426
6183.A0A5K4F3M2,0.03492895805142084,0.003082362749807325,4.14457008304618e-05,0.4824754292841996,0.2988904299583911
6183.A0A5K4ELR4,0.00042286874154262523,5.953313410892641e-06,7.951707769940273e-10,0.33729708449626816,0.2
6183.A0A5K4FBQ9,0.017083897158322058,0.0009125227599741664,1.1372798481904606e-05,0.4493016507765924,0.35549972907738536
6183.A0A3Q0KBQ3,0.012347767253044655,0.00079289256090228,3.553433017102671e-05,0.446027457136824,0.2846480869154464
6183.A0A5K4EMX5,0.0034675236806495265,0.0002511587242301601,9.605427392249053e-07,0.4202149407460876,0.33170731707317075
6183.G4VBH6,0.06207713125845738,0.006431642185631967,9.302348290909628e-05,0.5001445902094702,0.2762414919835992
6183.A0A5K4ETT4,0.0005920162381596753,4.416021698938604e-05,6.762130329461386e-10,0.36525587863388603,0.09523809523809523
6183.A0A5K4EJS2,0.008880243572395129,0.00034839153391551757,2.2013527764509896e-06,0.4290205017268948,0.24523809523809523
6183.A0A5K4F796,0.002368064952638701,0.0001552518846095954,2.4125911142215742e-08,0.4082264081976519,0.4021164021164021
6183.A0A5K4EH49,0.08939445196211097,0.008927440975270763,7.68692037763571e-05,0.511211284395494,0.3166910352340816
6183.A0A5K4EW05,0.029262516914749664,0.0024914911566624493,2.3364943177303784e-05,0.47460131745518663,0.4158331239004775
6183.A0A5K4ERK2,0.002114343707713126,0.00017501971659075925,8.351622857606281e-07,0.3948785560397283,0.3466666666666667
6183.A0A3Q0KI10,0.02198917456021651,0.0013594219347059515,1.139713908771399e-05,0.47106336993013487,0.2087912087912088
6183.A0A5K4EK88,0.15688430311231394,0.019096249004614284,0.00018709768267070808,0.5306813587342211,0.3484369775265544
6183.A0A3Q0KU65,0.022750338294993237,0.0017763357971534706,4.378453724139297e-06,0.46798957772442584,0.31318315485768183
6183.A0A3Q0KRC4,0.04643098782138025,0.002779490418618297,2.4868835620889252e-05,0.4878308984959171,0.33706274181325035
6183.A0A3Q0KRJ2,0.01742219215155616,0.001300980361174115,3.211140536495159e-06,0.4471876540263238,0.48695240350461755
6183.A0A5K4FBE7,0.05226657645466847,0.004731756453744206,6.004046441855835e-05,0.4995888739981264,0.2527156666824021
6183.A0A5K4F784,0.02046684709066306,0.0015388042698061476,6.510816366673999e-05,0.46949315869703445,0.16930146428448956
6183.C4QJB5,0.23215493910690124,0.0267911828411579,0.0006007984530935456,0.5561286166955025,0.28179833994487724
6183.A0A5K4ERP3,0.02545669824086604,0.001689938938634177,5.3002727202981844e-05,0.46554815226618446,0.22476190476190477
6183.A0A5K4F3U7,0.1833558863328823,0.024921833463544454,0.00011208139975014908,0.540470626516697,0.35914471858147284
6183.A0A3Q0KMJ8,0.1347259810554804,0.019782950698857306,5.156300827918725e-05,0.5250799340440244,0.3847840899412316
6183.G4LV43,0.07958389715832206,0.012864565684136981,1.400415329096008e-05,0.504221680032614,0.5396612928753929
6183.A0A3Q0KE48,0.05040595399188092,0.005710288877825705,6.653693014160419e-05,0.48588444104555933,0.29406124866053807
6183.A0A3Q0KLT9,0.023934370771312587,0.0018262670631890817,1.0314284507589183e-05,0.4826148557798851,0.21840463123073453
6183.A0A3Q0KDK8,0.0071887686062246286,0.0009508669555756032,5.781873838541477e-07,0.448182013937899,0.5988795518207283
6183.G4VF13,0.05598782138024358,0.004414761936103399,0.00019811386882364094,0.4998665776523777,0.22861543664958797
6183.A0A3Q0KMK3,0.048207036535859275,0.005177462135985515,7.324774398197349e-05,0.49405712330133367,0.3257237998335029
6183.G4VGU2,0.03619756427604872,0.002440984362468429,0.00030181303041969726,0.48730219472931047,0.135229486309615
6183.A0A5K4ERD8,0.045838971583220575,0.00399428452176903,2.250493877842001e-05,0.4838332775248803,0.2877614912932863
6183.A0A3Q0KGF9,0.015054127198917458,0.0010129685419851063,4.091477088815001e-05,0.46249078812976846,0.15044753380308512
6183.A0A5K4FB73,0.007780784844384304,0.0005653087460326563,1.7266407890699532e-06,0.4431027423551589,0.4335881509794553
6183.A0A3Q0KE26,0.11265223274695535,0.011556061821049896,0.00026101901842256694,0.5172276635499583,0.26579622447391044
6183.A0A5K4ETV0,0.02418809201623816,0.0036567907426150754,3.478661868864295e-05,0.4808085733139819,0.4329284750337382
6183.A0A5K4EFZ3,0.013616373477672531,0.0012760361267472457,4.101548204106729e-06,0.45638804027156576,0.31475155279503103
6183.A0A5K4F2V9,0.014546684709066306,0.0010880757353153084,3.4626216325156726e-06,0.4550733641463723,0.2356861145110839
6183.A0A5K4FEB9,0.07983761840324764,0.0065274314023476936,6.270600195366968e-05,0.5013027294835403,0.44720240127972394
6183.A0A3Q0KGI6,0.008203653585926928,0.0011788210806737288,1.3696866305547572e-06,0.43550943082204513,0.2652491408934708
6183.A0A5K4F5U0,0.03374492557510149,0.0030359368739698955,1.1511989864193514e-05,0.4615777491039664,0.48741199733000845
6183.A0A5K4FAY3,0.07687753721244926,0.005570508598939064,9.009989619381196e-05,0.5068449881446415,0.3181547229612829
6183.A0A3Q0KMP2,0.026809878213802436,0.002517271668497227,3.574763375237592e-05,0.4792121193505291,0.21904324561753782
6183.G4V6H6,0.1414918809201624,0.014045333774698791,0.00018949996848078156,0.5252214777408643,0.30510543189468536
6183.A0A5K4EZX5,0.12880581867388363,0.014259286005033803,0.00021066470547689666,0.5244439303555766,0.3228611142507828
6183.A0A5K4EKY4,0.14682002706359948,0.019428888822006024,0.00034561562073451285,0.5254103214182543,0.3880449939574231
6183.A0A5K4ESE6,0.11882611637347767,0.018246184027867117,3.148361972822681e-05,0.5194108344762144,0.4134785209518306
6183.A0A5K4EE63,0.05455006765899865,0.006566106367973007,1.5225707316388886e-05,0.4927036562378791,0.45574173046367183
6183.A0A5K4F2U2,0.111468200270636,0.012458966547499813,0.00034681199424720625,0.5161771304996536,0.27984809362336577
6183.A0A5K4E9D9,0.05894790257104195,0.004351831487891285,8.147499869853149e-05,0.4983748838963276,0.3162857237091641
6183.A0A5K4ENQ8,0.022412043301759135,0.00199008920721621,4.606039604588663e-06,0.46384873433941026,0.3217552887364208
6183.A0A5K4F6J2,0.17709742895805144,0.02388449886562362,0.00010976380906953156,0.5383550380638341,0.3490212291757078
6183.A0A5K4F346,0.004736129905277402,0.00023271819084926215,2.175637007542995e-07,0.4253986263802685,0.16948051948051948
6183.A0A3Q0KEW9,0.08009133964817321,0.009985956240164946,4.676297471961176e-05,0.5050930936079566,0.38945060734800674
6183.A0A3Q0KT31,0.010487144790257105,0.0009058045007459209,6.328237905404779e-07,0.4501493897403218,0.36598478888014685
6183.A0A5K4F9L6,0.12745263870094722,0.018098097129500283,7.079468685472303e-05,0.5217289084462962,0.39256642970255673
6183.G4M254,8.457374830852504e-05,2.7052317288026275e-06,0.0,0.3243633542786315,0.0
6183.A0A3Q0KL87,0.005666441136671177,0.0003356048188823189,1.5717005714427649e-06,0.44214749060348557,0.16689280868385345
